# Group = s4
# random walks of length at most 228
# avg dimension = 148.36666666666667
# number of random representations averaged over = 10
# threshold probability of false positive = 1e-07
#
# x, frac, samp : 
#           * noise strength = 10^-x, 
#           * frac = fraction of irreps correctly identified, 
#           * samp = avg total number of samples used.

15.00, 1.00, 1907.90
14.50, 1.00, 3197.70
14.00, 1.00, 2217.50
13.50, 1.00, 2165.80
13.00, 1.00, 2217.50
12.50, 1.00, 2475.40
12.00, 1.00, 2630.20
11.50, 1.00, 2888.10
11.00, 1.00, 3403.90
