
# Group = s4
# random walks from t_min to t_min+10
# samples = 3 * minimum number of samples
#
# x, frac : noise strength = 10^-x, frac = fraction of irreps correctly identified
12.0, 1.0000000000000004
11.5, 1.0000000000000004
11.0, 1.0000000000000004
10.5, 1.0000000000000004
10.0, 1.0000000000000004
9.5, 1.0000000000000004
9.0, 1.0000000000000004
8.5, 1.0000000000000004
8.0, 1.0000000000000004
7.5, 1.0000000000000004
7.0, 1.0000000000000004
6.5, 1.0000000000000004
6.0, 1.0000000000000004
5.5, 0.8000000000000004
5.0, 0.6500000000000002
4.5, 0.5500000000000002


# Avg dimension = 55.225
