# Group = s5
# random walks of length at most 244
# avg dimension = 43.6
# number of random representations averaged over = 10
# threshold probability of false positive = 1e-07
#
# x, frac, samp : 
#           * noise strength = 10^-x, 
#           * frac = fraction of irreps correctly identified, 
#           * samp = avg total number of samples used.

15.00, 1.00, 7375.10
14.50, 1.00, 8922.50
14.00, 1.00, 7220.40
13.50, 1.00, 11088.80
13.00, 1.00, 10624.60
12.50, 1.00, 5105.60
12.00, 1.00, 8148.80
11.50, 1.00, 7426.70
11.00, 1.00, 8251.90
